instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_indonesia,weather_indonesia,month_indonesia
8456,2011-12-23,Spring,2011,12,23,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.32,0.3333,0.66,0.1343,4,21,25,Musim Semi,Cerah,Desember
8457,2011-12-24,Spring,2011,12,0,0,6,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.32,0.3182,0.7,0.1642,3,20,23,Musim Semi,Berawan/Berkabut,Desember
8458,2011-12-24,Spring,2011,12,1,0,6,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.32,0.3485,0.66,0.0,1,15,16,Musim Semi,Berawan/Berkabut,Desember
8459,2011-12-24,Spring,2011,12,2,0,6,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.32,0.3333,0.66,0.0896,4,22,26,Musim Semi,Berawan/Berkabut,Desember
8460,2011-12-24,Spring,2011,12,3,0,6,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.32,0.3333,0.7,0.0896,0,5,5,Musim Semi,Berawan/Berkabut,Desember
8461,2011-12-24,Spring,2011,12,4,0,6,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.32,0.3182,0.66,0.1642,0,3,3,Musim Semi,Berawan/Berkabut,Desember
8462,2011-12-24,Spring,2011,12,5,0,6,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.32,0.3182,0.66,0.1642,1,3,4,Musim Semi,Berawan/Berkabut,Desember
8463,2011-12-24,Spring,2011,12,6,0,6,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.3,0.303,0.75,0.1642,0,10,10,Musim Semi,Berawan/Berkabut,Desember
8464,2011-12-24,Spring,2011,12,7,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.3,0.2727,0.7,0.3582,0,10,10,Musim Semi,Cerah,Desember
8465,2011-12-24,Spring,2011,12,8,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.28,0.2727,0.7,0.194,0,27,27,Musim Semi,Cerah,Desember
8466,2011-12-24,Spring,2011,12,9,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.3,0.2727,0.45,0.4179,3,53,56,Musim Semi,Cerah,Desember
8467,2011-12-24,Spring,2011,12,10,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.3,0.2576,0.42,0.4925,4,52,56,Musim Semi,Cerah,Desember
8468,2011-12-24,Spring,2011,12,11,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.32,0.2879,0.39,0.3582,9,62,71,Musim Semi,Cerah,Desember
8469,2011-12-24,Spring,2011,12,12,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.34,0.3182,0.39,0.2836,15,79,94,Musim Semi,Cerah,Desember
8470,2011-12-24,Spring,2011,12,13,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.34,0.303,0.39,0.2985,24,97,121,Musim Semi,Cerah,Desember
8471,2011-12-24,Spring,2011,12,14,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.34,0.303,0.39,0.2985,15,70,85,Musim Semi,Cerah,Desember
8472,2011-12-24,Spring,2011,12,15,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.32,0.303,0.39,0.2239,15,82,97,Musim Semi,Cerah,Desember
8473,2011-12-24,Spring,2011,12,16,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.32,0.3182,0.42,0.194,25,74,99,Musim Semi,Cerah,Desember
8474,2011-12-24,Spring,2011,12,17,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.28,0.2879,0.45,0.1343,15,53,68,Musim Semi,Cerah,Desember
8475,2011-12-24,Spring,2011,12,18,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.3,0.3182,0.42,0.0896,2,33,35,Musim Semi,Cerah,Desember
8476,2011-12-24,Spring,2011,12,19,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.3,0.3182,0.52,0.0896,1,24,25,Musim Semi,Cerah,Desember
8477,2011-12-24,Spring,2011,12,20,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.26,0.2727,0.56,0.1343,5,19,24,Musim Semi,Cerah,Desember
8478,2011-12-24,Spring,2011,12,21,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.26,0.2576,0.56,0.1642,4,15,19,Musim Semi,Cerah,Desember
8479,2011-12-24,Spring,2011,12,22,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.24,0.2879,0.52,0.0,8,12,20,Musim Semi,Cerah,Desember
8480,2011-12-24,Spring,2011,12,23,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.24,0.2576,0.56,0.0,1,16,17,Musim Semi,Cerah,Desember
8481,2011-12-25,Spring,2011,12,0,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.24,0.2273,0.6,0.194,2,4,6,Musim Semi,Cerah,Desember
8482,2011-12-25,Spring,2011,12,1,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.22,0.2273,0.69,0.1343,2,2,4,Musim Semi,Cerah,Desember
8483,2011-12-25,Spring,2011,12,2,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.22,0.2576,0.75,0.0896,0,2,2,Musim Semi,Cerah,Desember
8484,2011-12-25,Spring,2011,12,3,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.22,0.2727,0.72,0.0,1,3,4,Musim Semi,Cerah,Desember
8485,2011-12-25,Spring,2011,12,5,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.2,0.2273,0.75,0.1045,0,1,1,Musim Semi,Cerah,Desember
8486,2011-12-25,Spring,2011,12,6,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.2,0.2273,0.75,0.1045,0,1,1,Musim Semi,Cerah,Desember
8487,2011-12-25,Spring,2011,12,7,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.22,0.2424,0.8,0.1045,0,4,4,Musim Semi,Cerah,Desember
8488,2011-12-25,Spring,2011,12,8,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.2,0.2121,0.8,0.1642,1,4,5,Musim Semi,Cerah,Desember
8489,2011-12-25,Spring,2011,12,9,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.24,0.2424,0.87,0.1642,3,20,23,Musim Semi,Cerah,Desember
8490,2011-12-25,Spring,2011,12,10,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.26,0.2424,0.81,0.2537,31,12,43,Musim Semi,Cerah,Desember
8491,2011-12-25,Spring,2011,12,11,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.3,0.303,0.7,0.1642,43,42,85,Musim Semi,Cerah,Desember
8492,2011-12-25,Spring,2011,12,12,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.3,0.2727,0.75,0.2985,25,41,66,Musim Semi,Cerah,Desember
8493,2011-12-25,Spring,2011,12,13,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.32,0.303,0.7,0.2537,40,39,79,Musim Semi,Cerah,Desember
8494,2011-12-25,Spring,2011,12,14,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.34,0.3182,0.61,0.2537,41,45,86,Musim Semi,Cerah,Desember
8495,2011-12-25,Spring,2011,12,15,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.34,0.3333,0.61,0.194,43,48,91,Musim Semi,Cerah,Desember
8496,2011-12-25,Spring,2011,12,16,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.36,0.3636,0.57,0.1045,35,51,86,Musim Semi,Cerah,Desember
8497,2011-12-25,Spring,2011,12,17,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.34,0.3333,0.61,0.1343,11,33,44,Musim Semi,Cerah,Desember
8498,2011-12-25,Spring,2011,12,18,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.32,0.3182,0.7,0.194,7,23,30,Musim Semi,Cerah,Desember
8499,2011-12-25,Spring,2011,12,19,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.32,0.3333,0.57,0.1343,2,14,16,Musim Semi,Cerah,Desember
8500,2011-12-25,Spring,2011,12,20,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.32,0.3333,0.49,0.0896,8,18,26,Musim Semi,Cerah,Desember
8501,2011-12-25,Spring,2011,12,21,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.3,0.303,0.56,0.1343,4,15,19,Musim Semi,Cerah,Desember
8502,2011-12-25,Spring,2011,12,22,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.28,0.2727,0.61,0.1642,2,15,17,Musim Semi,Cerah,Desember
8503,2011-12-25,Spring,2011,12,23,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.26,0.2727,0.65,0.1343,2,14,16,Musim Semi,Cerah,Desember
8504,2011-12-26,Spring,2011,12,0,1,1,Hari Libur,"Clear, Few clouds, Partly cloudy",0.22,0.2273,0.75,0.1642,5,6,11,Musim Semi,Cerah,Desember
8505,2011-12-26,Spring,2011,12,1,1,1,Hari Libur,"Clear, Few clouds, Partly cloudy",0.28,0.2727,0.56,0.194,3,7,10,Musim Semi,Cerah,Desember
8506,2011-12-26,Spring,2011,12,2,1,1,Hari Libur,"Clear, Few clouds, Partly cloudy",0.34,0.3182,0.46,0.2239,2,5,7,Musim Semi,Cerah,Desember
8507,2011-12-26,Spring,2011,12,4,1,1,Hari Libur,"Clear, Few clouds, Partly cloudy",0.34,0.303,0.46,0.2985,0,2,2,Musim Semi,Cerah,Desember
8508,2011-12-26,Spring,2011,12,5,1,1,Hari Libur,"Clear, Few clouds, Partly cloudy",0.34,0.303,0.42,0.3881,0,4,4,Musim Semi,Cerah,Desember
8509,2011-12-26,Spring,2011,12,6,1,1,Hari Libur,"Clear, Few clouds, Partly cloudy",0.32,0.303,0.45,0.2836,0,4,4,Musim Semi,Cerah,Desember
8510,2011-12-26,Spring,2011,12,7,1,1,Hari Libur,"Clear, Few clouds, Partly cloudy",0.32,0.3182,0.45,0.194,2,17,19,Musim Semi,Cerah,Desember
8511,2011-12-26,Spring,2011,12,8,1,1,Hari Libur,"Clear, Few clouds, Partly cloudy",0.32,0.3333,0.45,0.1343,5,13,18,Musim Semi,Cerah,Desember
8512,2011-12-26,Spring,2011,12,9,1,1,Hari Libur,"Clear, Few clouds, Partly cloudy",0.34,0.303,0.46,0.2985,24,38,62,Musim Semi,Cerah,Desember
8513,2011-12-26,Spring,2011,12,10,1,1,Hari Libur,"Clear, Few clouds, Partly cloudy",0.34,0.2879,0.42,0.5224,31,39,70,Musim Semi,Cerah,Desember
8514,2011-12-26,Spring,2011,12,11,1,1,Hari Libur,"Clear, Few clouds, Partly cloudy",0.34,0.2879,0.46,0.5821,40,51,91,Musim Semi,Cerah,Desember
8515,2011-12-26,Spring,2011,12,12,1,1,Hari Libur,"Clear, Few clouds, Partly cloudy",0.36,0.3182,0.43,0.4627,34,66,100,Musim Semi,Cerah,Desember
8516,2011-12-26,Spring,2011,12,13,1,1,Hari Libur,"Clear, Few clouds, Partly cloudy",0.38,0.3939,0.4,0.2985,57,83,140,Musim Semi,Cerah,Desember
8517,2011-12-26,Spring,2011,12,14,1,1,Hari Libur,"Clear, Few clouds, Partly cloudy",0.38,0.3939,0.4,0.3284,73,80,153,Musim Semi,Cerah,Desember
8518,2011-12-26,Spring,2011,12,15,1,1,Hari Libur,"Clear, Few clouds, Partly cloudy",0.38,0.3939,0.4,0.2537,26,105,131,Musim Semi,Cerah,Desember
8519,2011-12-26,Spring,2011,12,16,1,1,Hari Libur,"Clear, Few clouds, Partly cloudy",0.36,0.3333,0.43,0.2836,28,69,97,Musim Semi,Cerah,Desember
8520,2011-12-26,Spring,2011,12,17,1,1,Hari Libur,"Clear, Few clouds, Partly cloudy",0.34,0.3182,0.46,0.2239,30,67,97,Musim Semi,Cerah,Desember
8521,2011-12-26,Spring,2011,12,18,1,1,Hari Libur,"Clear, Few clouds, Partly cloudy",0.32,0.3333,0.49,0.0896,21,54,75,Musim Semi,Cerah,Desember
8522,2011-12-26,Spring,2011,12,19,1,1,Hari Libur,"Clear, Few clouds, Partly cloudy",0.3,0.3182,0.65,0.0896,16,49,65,Musim Semi,Cerah,Desember
8523,2011-12-26,Spring,2011,12,20,1,1,Hari Libur,"Clear, Few clouds, Partly cloudy",0.3,0.3182,0.56,0.0896,14,42,56,Musim Semi,Cerah,Desember
8524,2011-12-26,Spring,2011,12,21,1,1,Hari Libur,"Clear, Few clouds, Partly cloudy",0.26,0.303,0.7,0.0,10,39,49,Musim Semi,Cerah,Desember
8525,2011-12-26,Spring,2011,12,22,1,1,Hari Libur,"Clear, Few clouds, Partly cloudy",0.26,0.303,0.7,0.0,5,22,27,Musim Semi,Cerah,Desember
8526,2011-12-26,Spring,2011,12,23,1,1,Hari Libur,"Clear, Few clouds, Partly cloudy",0.26,0.2727,0.7,0.1045,4,25,29,Musim Semi,Cerah,Desember
8527,2011-12-27,Spring,2011,12,0,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.26,0.2576,0.7,0.1642,3,9,12,Musim Semi,Cerah,Desember
8528,2011-12-27,Spring,2011,12,1,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.26,0.2727,0.7,0.1343,0,6,6,Musim Semi,Cerah,Desember
8529,2011-12-27,Spring,2011,12,2,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.26,0.2727,0.7,0.1343,2,2,4,Musim Semi,Cerah,Desember
8530,2011-12-27,Spring,2011,12,3,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.3,0.2879,0.61,0.2239,0,3,3,Musim Semi,Berawan/Berkabut,Desember
8531,2011-12-27,Spring,2011,12,4,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.3,0.2879,0.65,0.2239,0,3,3,Musim Semi,Berawan/Berkabut,Desember
8532,2011-12-27,Spring,2011,12,5,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.3,0.2727,0.64,0.2836,0,8,8,Musim Semi,Berawan/Berkabut,Desember
8533,2011-12-27,Spring,2011,12,6,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.3,0.2727,0.61,0.2985,0,35,35,Musim Semi,Berawan/Berkabut,Desember
8534,2011-12-27,Spring,2011,12,7,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.3,0.2879,0.65,0.2836,1,79,80,Musim Semi,Berawan/Berkabut,Desember
8535,2011-12-27,Spring,2011,12,8,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.3,0.303,0.65,0.1642,9,155,164,Musim Semi,Berawan/Berkabut,Desember
8536,2011-12-27,Spring,2011,12,9,0,2,Hari Kerja,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.32,0.3333,0.66,0.1045,19,85,104,Musim Semi,Hujan Ringan/Salju,Desember
8537,2011-12-27,Spring,2011,12,10,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.32,0.3333,0.66,0.0896,13,47,60,Musim Semi,Berawan/Berkabut,Desember
8538,2011-12-27,Spring,2011,12,11,0,2,Hari Kerja,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.32,0.3333,0.66,0.1045,6,24,30,Musim Semi,Hujan Ringan/Salju,Desember
8539,2011-12-27,Spring,2011,12,12,0,2,Hari Kerja,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.3,0.3182,0.81,0.0896,8,16,24,Musim Semi,Hujan Ringan/Salju,Desember
8540,2011-12-27,Spring,2011,12,13,0,2,Hari Kerja,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.3,0.303,0.87,0.1343,1,19,20,Musim Semi,Hujan Ringan/Salju,Desember
8541,2011-12-27,Spring,2011,12,14,0,2,Hari Kerja,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.42,0.4242,0.82,0.3881,0,14,14,Musim Semi,Hujan Ringan/Salju,Desember
8542,2011-12-27,Spring,2011,12,15,0,2,Hari Kerja,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.42,0.4242,0.82,0.3881,2,17,19,Musim Semi,Hujan Ringan/Salju,Desember
8543,2011-12-27,Spring,2011,12,16,0,2,Hari Kerja,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.44,0.4394,0.88,0.3284,2,44,46,Musim Semi,Hujan Ringan/Salju,Desember
8544,2011-12-27,Spring,2011,12,17,0,2,Hari Kerja,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.4,0.4091,0.87,0.1343,6,109,115,Musim Semi,Hujan Ringan/Salju,Desember
8545,2011-12-27,Spring,2011,12,18,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.38,0.3939,0.87,0.2836,9,126,135,Musim Semi,Cerah,Desember
8546,2011-12-27,Spring,2011,12,19,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.34,0.3333,0.87,0.1642,3,87,90,Musim Semi,Cerah,Desember
8547,2011-12-27,Spring,2011,12,20,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.32,0.3333,0.93,0.0896,3,66,69,Musim Semi,Cerah,Desember
8548,2011-12-27,Spring,2011,12,21,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.32,0.3333,0.87,0.0896,11,52,63,Musim Semi,Cerah,Desember
8549,2011-12-27,Spring,2011,12,22,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.32,0.3333,0.87,0.0896,3,29,32,Musim Semi,Cerah,Desember
8550,2011-12-27,Spring,2011,12,23,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.3,0.303,0.93,0.1343,2,24,26,Musim Semi,Cerah,Desember
8551,2011-12-28,Spring,2011,12,0,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.32,0.3182,0.87,0.1642,0,10,10,Musim Semi,Cerah,Desember
8552,2011-12-28,Spring,2011,12,1,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.32,0.3182,0.76,0.1642,0,12,12,Musim Semi,Cerah,Desember
8553,2011-12-28,Spring,2011,12,2,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.32,0.303,0.61,0.2537,0,7,7,Musim Semi,Cerah,Desember
8554,2011-12-28,Spring,2011,12,3,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.32,0.303,0.61,0.2537,0,4,4,Musim Semi,Cerah,Desember
8555,2011-12-28,Spring,2011,12,5,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.32,0.2879,0.57,0.3582,0,9,9,Musim Semi,Cerah,Desember
8556,2011-12-28,Spring,2011,12,6,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.32,0.303,0.57,0.2537,1,42,43,Musim Semi,Cerah,Desember
8557,2011-12-28,Spring,2011,12,7,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.32,0.303,0.57,0.2537,4,106,110,Musim Semi,Cerah,Desember
8558,2011-12-28,Spring,2011,12,8,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.32,0.2879,0.57,0.3582,11,206,217,Musim Semi,Cerah,Desember
8559,2011-12-28,Spring,2011,12,9,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.32,0.303,0.57,0.3284,18,171,189,Musim Semi,Cerah,Desember
8560,2011-12-28,Spring,2011,12,10,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.34,0.3182,0.57,0.2239,12,84,96,Musim Semi,Cerah,Desember
8561,2011-12-28,Spring,2011,12,11,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.36,0.3333,0.46,0.3582,18,93,111,Musim Semi,Cerah,Desember
8562,2011-12-28,Spring,2011,12,12,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.34,0.2879,0.46,0.5522,32,108,140,Musim Semi,Cerah,Desember
8563,2011-12-28,Spring,2011,12,13,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.34,0.2879,0.39,0.4627,24,135,159,Musim Semi,Cerah,Desember
8564,2011-12-28,Spring,2011,12,14,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.32,0.2879,0.39,0.3881,24,96,120,Musim Semi,Cerah,Desember
8565,2011-12-28,Spring,2011,12,15,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.32,0.2879,0.36,0.4179,16,101,117,Musim Semi,Cerah,Desember
8566,2011-12-28,Spring,2011,12,16,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.3,0.2727,0.36,0.4179,23,144,167,Musim Semi,Cerah,Desember
8567,2011-12-28,Spring,2011,12,17,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.28,0.2727,0.38,0.2537,25,225,250,Musim Semi,Cerah,Desember
8568,2011-12-28,Spring,2011,12,18,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.26,0.2273,0.38,0.3284,10,159,169,Musim Semi,Cerah,Desember
8569,2011-12-28,Spring,2011,12,19,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.24,0.2273,0.41,0.2537,16,135,151,Musim Semi,Cerah,Desember
8570,2011-12-28,Spring,2011,12,20,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.24,0.2273,0.41,0.2239,9,70,79,Musim Semi,Cerah,Desember
8571,2011-12-28,Spring,2011,12,21,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.22,0.2273,0.44,0.1343,7,63,70,Musim Semi,Cerah,Desember
8572,2011-12-28,Spring,2011,12,22,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.22,0.2424,0.44,0.1045,2,31,33,Musim Semi,Cerah,Desember
8573,2011-12-28,Spring,2011,12,23,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.22,0.2121,0.44,0.2537,3,36,39,Musim Semi,Cerah,Desember
8574,2011-12-29,Spring,2011,12,0,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.22,0.2273,0.47,0.194,4,24,28,Musim Semi,Berawan/Berkabut,Desember
8575,2011-12-29,Spring,2011,12,1,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.22,0.2121,0.47,0.2239,0,15,15,Musim Semi,Cerah,Desember
8576,2011-12-29,Spring,2011,12,2,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.2,0.2273,0.51,0.1045,0,3,3,Musim Semi,Cerah,Desember
8577,2011-12-29,Spring,2011,12,3,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.2,0.197,0.55,0.194,0,2,2,Musim Semi,Cerah,Desember
8578,2011-12-29,Spring,2011,12,4,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.2,0.2121,0.55,0.1642,1,2,3,Musim Semi,Cerah,Desember
8579,2011-12-29,Spring,2011,12,5,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.2,0.2273,0.55,0.1045,0,10,10,Musim Semi,Cerah,Desember
8580,2011-12-29,Spring,2011,12,6,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.2,0.2576,0.59,0.0,2,39,41,Musim Semi,Cerah,Desember
8581,2011-12-29,Spring,2011,12,7,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.18,0.2121,0.64,0.0896,2,104,106,Musim Semi,Cerah,Desember
8582,2011-12-29,Spring,2011,12,8,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.2,0.2576,0.64,0.0,3,207,210,Musim Semi,Berawan/Berkabut,Desember
8583,2011-12-29,Spring,2011,12,9,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.2,0.2121,0.64,0.1343,15,155,170,Musim Semi,Berawan/Berkabut,Desember
8584,2011-12-29,Spring,2011,12,10,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.22,0.2273,0.64,0.1642,13,97,110,Musim Semi,Berawan/Berkabut,Desember
8585,2011-12-29,Spring,2011,12,11,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.24,0.2576,0.6,0.0896,23,99,122,Musim Semi,Berawan/Berkabut,Desember
8586,2011-12-29,Spring,2011,12,12,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.26,0.2727,0.56,0.1045,12,118,130,Musim Semi,Berawan/Berkabut,Desember
8587,2011-12-29,Spring,2011,12,13,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.28,0.2879,0.52,0.1045,36,95,131,Musim Semi,Berawan/Berkabut,Desember
8588,2011-12-29,Spring,2011,12,14,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.3,0.3333,0.52,0.0,30,112,142,Musim Semi,Berawan/Berkabut,Desember
8589,2011-12-29,Spring,2011,12,15,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.3,0.3182,0.52,0.0896,27,150,177,Musim Semi,Berawan/Berkabut,Desember
8590,2011-12-29,Spring,2011,12,16,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.3,0.303,0.52,0.1642,22,155,177,Musim Semi,Cerah,Desember
8591,2011-12-29,Spring,2011,12,17,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.3,0.303,0.61,0.1642,14,226,240,Musim Semi,Cerah,Desember
8592,2011-12-29,Spring,2011,12,18,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.3,0.303,0.56,0.1343,15,192,207,Musim Semi,Cerah,Desember
8593,2011-12-29,Spring,2011,12,19,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.3,0.3182,0.56,0.1045,11,124,135,Musim Semi,Cerah,Desember
8594,2011-12-29,Spring,2011,12,20,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.28,0.2879,0.65,0.1045,8,88,96,Musim Semi,Cerah,Desember
8595,2011-12-29,Spring,2011,12,21,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.28,0.2879,0.61,0.1343,8,60,68,Musim Semi,Berawan/Berkabut,Desember
8596,2011-12-29,Spring,2011,12,22,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.28,0.2879,0.65,0.1343,7,48,55,Musim Semi,Cerah,Desember
8597,2011-12-29,Spring,2011,12,23,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.3,0.303,0.65,0.1642,1,44,45,Musim Semi,Cerah,Desember
8598,2011-12-30,Spring,2011,12,0,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.28,0.2879,0.7,0.1343,4,26,30,Musim Semi,Cerah,Desember
8599,2011-12-30,Spring,2011,12,1,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.26,0.2879,0.65,0.0896,9,11,20,Musim Semi,Cerah,Desember
8600,2011-12-30,Spring,2011,12,2,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.24,0.2576,0.7,0.1045,2,10,12,Musim Semi,Cerah,Desember
